Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,22/11/2022 02:49:30 PM,119919205,1026,1026,56616,21441,56,16,55.18128655,5.666528227,21,16,20.89766082,0.708316028,650.9132545,17.11152104,58468.65188,59474.29815,175376,70,119918472,116993.6312,17444.67848,175565,9358,119919205,116994.3463,17440.66803,175635,9015,0,0,0,0,8208,8208,8.555760522,8.555760522,16,56,38.02873843,17.61726659,310.3680821,0,0,0,0,0,0,0,0,1,38.04727096,55.18128655,20.89766082,0,0,0,0,0,0,1026,56616,1026,21441,-1,-1,1026,0,0,0,0,0,0,0,0,0,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 20:00,119977741,1592,1593,29397,229593,21,16,18.46545226,2.50054675,276,16,144.126177,130.0242334,2158.650412,26.54659084,37681.45132,39280.30535,149929,5,119898416,75360.41232,17490.3806,150399,92,119977230,75362.58166,17486.16372,150308,68,0,0,0,0,12736,12744,13.26912798,13.27746286,16,276,81.29661017,111.3661345,12402.41592,0,0,0,0,0,0,0,0,1,81.32213501,18.46545226,144.126177,0,0,0,0,0,0,1592,29397,1593,229593,-1,-1,1592,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,1/11/2022 14:44,110014467,22,22,352,352,16,16,16,0,16,16,16,0,6.399158394,0.3999474,2558475.977,4702295.919,11002456,9,110014185,5238770.714,5629683.767,11002881,16,110014467,5238784.143,5629536.996,11002456,130,0,0,0,0,176,176,0.1999737,0.1999737,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,716,690.1917608,1963,130,11000709.1,919.8713014,11002456,10999053,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 12:09:03 AM,110016908,21,23,336,368,16,16,16,0,16,16,16,0,6.399016413,0.399938526,2558532.744,4702468.078,11001588,45,110016609,5500830.45,5643144.467,11001588,126,110016769,5000762.227,5606842.836,11002153,45,0,0,0,0,168,184,0.190879751,0.209058775,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,553.6,191.1138114,925,249,11001075,372.2051406,11001588,11000495,Mal_Del
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,13/10/2022 01:49:57 AM,119967633,689,1,11024,16,16,16,16,0,16,16,16,0,92.02482139,5.751551337,174118.4804,17415.85151,267989,79233,119748044,174052.3895,17341.84104,267989,79233,0,0,0,0,0,0,0,0,0,5512,8,5.743215756,0.008335582,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16.02318841,16,16,0,0,0,0,0,0,689,11024,1,16,-1,-1,689,0,0,0,0,0,0,0,0,0,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 21:14,119983382,1600,1600,29545,230740,21,16,18.465625,2.500545203,276,16,144.2125,130.0283506,2169.342084,26.67036007,37506.52766,38734.56014,128529,10,119982943,75036.23702,15674.93086,129000,90,119982810,75036.15385,15676.95334,128923,35,0,0,0,0,12800,12800,13.33518003,13.33518003,16,276,81.31865042,111.3819091,12405.92968,0,0,0,0,0,0,0,0,1,81.3440625,18.465625,144.2125,0,0,0,0,0,0,1600,29545,1600,230740,-1,-1,1600,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 15:22,110012654,21,23,336,368,16,16,16,0,16,16,16,0,6.399263852,0.399953991,2558433.814,4702502.907,11001582,19,110012472,5500623.6,5643312.984,11001582,81,110012555,5000570.682,5606705.529,11001676,19,0,0,0,0,168,184,0.190887132,0.209066859,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,198.6,85.03358813,364,81,11001038.6,425.9267543,11001582,11000290,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 05:15:29 PM,110037944,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73864579,0.545266458,1865049.898,3929246.108,10008808,1,110037879,3236408.206,4749989.826,10008808,62,110037939,4584914.125,5091402.547,10009072,56,0,1,0,0,1120,800,0.318072101,0.227194358,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,290.5454545,100.0653423,512,175,10003121.09,2391.258265,10008808,9999817,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 22:02,119952542,1620,1620,29915,233660,21,16,18.46604938,2.500541352,276,16,144.2345679,130.0281503,2197.32734,27.01068227,37033.8197,38149.29915,128495,14,119952139,74090.26498,15097.86129,128854,88,119951940,74090.14206,15090.06053,128861,80,0,0,0,0,12960,12960,13.50534114,13.50534114,16,276,81.41036717,111.4346736,12417.68649,0,0,0,0,0,0,0,0,1,81.43549383,18.46604938,144.2345679,0,0,0,0,0,0,1620,29915,1620,233660,-1,-1,1620,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:52:04 PM,110020041,21,23,336,368,16,16,16,0,16,16,16,0,6.398834191,0.399927137,2558605.605,4702743.284,11004492,9,110019806,5500990.3,5643561.426,11004492,58,110020032,5000910.545,5607051.127,11004588,13,0,0,0,0,168,184,0.190874315,0.209052822,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,348.9,335.0855446,1279,124,11001641.9,1147.980492,11004492,11000245,Mal_Mod2
172.21.0.104-172.21.0.120-52360-80-6,172.21.0.104,52360,172.21.0.120,80,6,22/11/2022 01:23:59 PM,296349,15,16,2178,190,1131,0,145.2,293.6811196,95,0,11.875,25.26097121,7990.578676,104.6063931,9878.3,45566.54639,247853,1,296278,21162.71429,66165.2029,247853,7,255216,17014.4,63926.0404,248062,7,0,0,0,0,480,528,50.61599668,53.99039646,0,1131,74,209.4787694,43881.35484,0,1,0,0,0,0,0,0,1,76.38709677,145.2,11.875,0,0,0,0,0,0,15,2178,16,190,-1,501,10,0,0,0,0,0,0,0,0,0,Mal_Mod2
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,1/11/2022 16:19,110029856,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74009672,0.545306539,1864912.814,3928777.308,10005226,6,110029411,3236159.147,4749386.849,10005226,96,110029839,4584576.625,5090900.599,10005482,111,0,1,0,0,1120,800,0.318095481,0.227211058,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,599.7272727,156.393792,843,378,10002013.18,1654.572441,10005226,10000040,Mal_Mod
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:31:27 PM,110033602,36,26,1687,498,81,0,46.86111111,36.31304589,65,0,19.15384615,19.55032953,19.85757042,0.563464241,1803829.541,3877476.116,10006058,2,110033499,3143814.257,4711207.667,10006058,37,110033600,4401344,5067633.545,10006298,39,0,1,0,0,1152,832,0.327172785,0.236291456,0,81,35.71428571,33.15867452,1099.497696,0,0,0,1,1,0,0,0,0,36.29032258,46.86111111,19.15384615,0,0,0,0,0,0,36,1687,26,498,-1,501,23,0,437.5454545,327.721334,1400,247,10002595.55,1658.600456,10006058,10000644,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 12:41:19 AM,110011081,21,23,336,368,16,16,16,0,16,16,16,0,6.399355352,0.39995971,2558397.233,4702301.317,11000955,27,110010619,5500530.95,5642992.926,11000955,233,110010990,5000499.545,5606566.715,11001278,27,0,0,0,0,168,184,0.190889861,0.209069848,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,428.5,107.4236163,543,233,11000640.1,284.9683998,11000955,11000003,Mal_Del
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,4/10/2022 23:10,110012138,21,23,336,368,16,16,16,0,16,16,16,0,6.399293867,0.399955867,2558421.814,4702330.739,11001186,16,110011741,5500587.05,5643014.783,11001186,264,110012122,5000551,5606610.208,11001594,73,0,0,0,0,168,184,0.190888027,0.209067839,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,469.9,75.97580024,580,349,11000717.5,408.990967,11001186,11000062,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:28:57 AM,110014464,21,23,336,368,16,16,16,0,16,16,16,0,6.399158569,0.399947411,2558475.907,4702442.474,11001233,33,110014011,5500700.55,5643167.444,11001233,166,110014362,5000652.818,5606721.937,11001637,71,0,0,0,0,168,184,0.190883991,0.209063419,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,435,121.2032269,571,199,11000972.2,239.9624045,11001233,11000557,Mal_Del
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,4/10/2022 20:11,110012565,21,23,336,368,16,16,16,0,16,16,16,0,6.399269029,0.399954314,2558431.744,4702307.995,11001093,63,110012061,5500603.05,5642966.66,11001093,412,110012442,5000565.545,5606636.885,11001510,63,0,0,0,0,168,184,0.190887286,0.209067028,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,521.4,77.77774603,673,412,11000686.6,268.2541084,11001093,11000369,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 21:24,119926816,1612,1612,29767,232492,21,16,18.46588089,2.500542889,276,16,144.2258065,130.0282303,2186.825339,26.88306175,37209.68539,38391.30936,121130,4,119926527,74442.28864,15051.89269,121511,81,119926505,74442.27498,15050.793,121507,95,0,0,0,0,12896,12896,13.44153087,13.44153087,16,276,81.3255814,111.3856558,12406.76431,0,0,0,0,0,0,0,0,1,81.35080645,18.46588089,144.2258065,0,0,0,0,0,0,1612,29767,1612,232492,-1,-1,1612,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 21:48,110010018,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74365644,0.545404874,1864576.576,3928158.39,10000999,6,110009883,3235584.794,4748654.171,10000999,39,110010010,4583750.417,5089956.179,10001239,80,0,1,0,0,1120,800,0.318152843,0.227252031,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,486.6363636,140.7588525,616,180,10000395.18,601.3857029,10000999,9999114,Mal_Estab
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 01:37:25 PM,110034756,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73921767,0.545282256,1864995.864,3929100.366,10006006,1,110034672,3236313.882,4749806.219,10006006,50,110034749,4584781.208,5091223.02,10006313,58,0,1,0,0,1120,800,0.318081316,0.22720094,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,341.3636364,149.1450789,705,193,10002765.36,1484.07724,10006006,10000494,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 23:06,119952924,1612,1612,29772,232752,21,16,18.46898263,2.500583313,276,16,144.3870968,130.0303323,2188.558572,26.8772106,37217.78591,38241.45718,119462,15,119952579,74458.45996,14644.55196,119866,69,119952542,74458.437,14647.12326,119837,101,0,0,0,0,12896,12896,13.4386053,13.4386053,16,276,81.48837209,111.4782743,12427.40565,0,0,0,0,0,0,0,0,1,81.51364764,18.46898263,144.3870968,0,0,0,0,0,0,1612,29772,1612,232752,-1,-1,1612,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 03:28:43 AM,110013331,21,23,336,368,16,16,16,0,16,16,16,0,6.399224472,0.39995153,2558449.558,4702380.344,11001502,58,110012884,5500644.2,5643075.984,11001502,392,110013172,5000598.727,5606684.745,11001817,58,0,0,0,0,168,184,0.190885957,0.209065572,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,446.2,56.11060506,568,392,11000834.3,453.8161767,11001502,11000154,Mal_Del
172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:09:27 PM,110037687,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.73869189,0.545267732,1865045.542,3929180.989,10005932,2,110037615,3236400.441,4749897.545,10005932,56,110037685,4584903.542,5091383.51,10006214,53,0,1,0,0,1120,800,0.318072844,0.227194888,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,427.8181818,315.4659469,1327,209,10002982,1643.407923,10005932,10000245,Mal_Mod2
151.101.241.63-172.21.0.120-443-32988-6,151.101.241.63,443,172.21.0.120,32988,6,4/10/2022 19:23,67,2,2,31,0,31,0,15.5,21.92031022,0,0,0,0,462686.5672,59701.49254,22.33333333,17.7857621,35,2,65,65,0,65,65,32,32,0,32,32,0,0,0,0,64,52,29850.74627,29850.74627,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,1,7.75,15.5,0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.111-2152-2152-17,172.21.0.111,2152,172.21.0.110,2152,17,22/11/2022 05:17:24 PM,119846157,117,119,11700,11900,100,100,100,0,100,100,100,0,196.9191219,1.969191219,509983.6468,472689.1549,993822,37406,118779445,1023960.733,2465.427217,1031540,1017928,119846157,1015645.398,91057.92429,1057277,37506,0,0,0,0,936,952,0.976251579,0.99293964,100,100,100,0,0,0,0,0,0,0,0,0,0,1,100.4237288,100,100,0,0,0,0,0,0,117,11700,119,11900,-1,-1,117,0,0,0,0,0,0,0,0,0,Normal
172.21.0.100-172.21.0.107-80-43186-6,172.21.0.107,43186,172.21.0.100,80,6,1/11/2022 14:25,110013722,35,25,1698,498,81,0,48.51428571,36.08435495,66,0,19.92,20.53436145,19.9611463,0.545386511,1864639.356,3928400.313,10003118,1,110013666,3235696.059,4748971.862,10003118,37,110013720,4583905,5090266.076,10003234,69,0,1,0,0,1120,800,0.318142131,0.22724438,0,81,37.08196721,33.45758264,1119.409836,0,0,0,1,1,0,0,0,0,37.7,48.51428571,19.92,0,0,0,0,0,0,35,1698,25,498,-1,501,23,0,271.1818182,118.1768321,543,136,10000959,907.6596278,10003118,10000158,Normal
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 21:42,110007049,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.7441893,0.545419594,1864526.254,3928039.594,10000902,5,110006916,3235497.529,4748507.389,10000902,51,110007034,4583626.417,5089850.333,10001189,99,0,1,0,0,1120,800,0.31816143,0.227258164,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,491.0909091,184.4816818,925,209,10000098.82,515.4391949,10000902,9999084,Mal_Estab
157.90.35.62-172.21.0.110-0-0-0,172.21.0.110,0,157.90.35.62,0,0,22/11/2022 02:42:20 PM,119944305,117,118,0,0,0,0,0,0,0,0,0,0,0,1.959242667,512582.5,463138.7904,1021317,37683,118879688,1024824.897,7985.78891,1074494,1007084,119944305,1025165,130154.8482,2001040,38301,0,0,0,0,0,0,0.975452732,0.983789935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,0,118,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 04:31:05 PM,110016819,22,22,352,352,16,16,16,0,16,16,16,0,6.39902159,0.399938849,2558530.674,4702376.118,11001848,19,110016556,5238883.619,5629563.203,11001848,82,110016783,5238894.429,5630177.508,11003436,22,0,0,0,0,176,176,0.199969425,0.199969425,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,715.2,1041.624778,3645,155,11000907.8,540.155492,11001848,11000022,Mal_Mod2
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 14:40,110012210,21,23,336,368,16,16,16,0,16,16,16,0,6.399289679,0.399955605,2558423.488,4702453.405,11001520,10,110011928,5500596.4,5643264.151,11001738,49,110012210,5000555,5606665.243,11001660,10,0,0,0,0,168,184,0.190887902,0.209067703,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,269,117.8068098,526,122,11000939.4,461.6511911,11001520,11000110,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,1/11/2022 16:17,110017247,21,23,336,368,16,16,16,0,16,16,16,0,6.398996695,0.399937293,2558540.628,4702533.868,11001872,10,110016798,5500839.9,5643532.953,11002075,58,110017247,5000783.955,5606583.159,11002101,45,0,0,0,0,168,184,0.190879163,0.209058131,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,467.9,192.3217501,829,122,11001201,402.450273,11001872,11000694,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 20:24,119929754,1623,1623,29968,233968,21,16,18.46457178,2.500519413,276,16,144.1577326,130.0270095,2200.754952,27.06584389,36958.32173,38095.60274,159552,0,119929326,73939.16523,15122.44787,159998,60,119929322,73939.16276,15121.07924,159946,56,0,0,0,0,12984,12984,13.53292195,13.53292195,16,276,81.29103788,111.3662146,12402.43376,0,0,0,0,0,0,0,0,1,81.31608133,18.46457178,144.1577326,0,0,0,0,0,0,1623,29968,1623,233968,-1,-1,1623,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 04:21:00 PM,110013209,21,23,336,368,16,16,16,0,16,16,16,0,6.399231569,0.399951973,2558446.721,4702436.678,11001704,9,110012393,5500619.65,5643240.809,11001758,28,110013209,5000600.409,5606648.326,11001978,15,0,0,0,0,168,184,0.190886169,0.209065804,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,381.3,303.6302759,1017,113,11000932.6,443.8361059,11001704,11000203,Mal_Mod2
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,13/10/2022 03:42:02 AM,119935484,622,1,9952,16,16,16,16,0,16,16,16,0,83.1113501,5.194459381,192822.3215,19244.79539,256097,116046,119715707,192778.9163,19229.81431,256097,116046,0,0,0,0,0,0,0,0,0,4976,8,5.186121565,0.008337816,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16.02568218,16,16,0,0,0,0,0,0,622,9952,1,16,-1,-1,622,0,0,0,0,0,0,0,0,0,Normal
172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,22/11/2022 04:21:23 PM,119924463,960,1,53760,56,56,56,56,0,56,56,56,0,448.749143,8.013377554,124921.3156,14637.04992,191632,87791,119812572,124934.903,14638.62865,191632,87791,0,0,0,0,0,0,0,0,0,7680,8,8.005038972,0.008338582,56,56,56,0,0,0,0,0,0,0,0,0,0,0,56.05827263,56,56,0,0,0,0,0,0,960,53760,1,56,-1,-1,960,0,0,0,0,0,0,0,0,0,Normal
172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:11:30 AM,110036346,35,25,1687,497,81,0,48.2,35.93032473,65,0,19.88,20.4416242,19.84798732,0.545274377,1865022.814,3929079.802,10007202,6,110036204,3236358.941,4749763.608,10007202,60,110036327,4584846.958,5091163.188,10007423,133,0,1,0,0,1120,800,0.31807672,0.227197657,0,81,36.86885246,33.27234858,1107.04918,0,0,0,1,1,0,0,0,0,37.48333333,48.2,19.88,0,0,0,0,0,0,35,1687,25,497,-1,501,23,0,492.5454545,80.95475729,581,261,10002749.64,2007.643906,10007202,9999919,Mal_Del
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,1/11/2022 14:38,110016519,22,22,352,352,16,16,16,0,16,16,16,0,6.399039039,0.39993994,2558523.698,4702572.583,11005182,2,110016500,5238880.952,5630159.469,11005620,14,110016207,5238867,5629929.135,11005182,61,0,0,0,0,176,176,0.19996997,0.19996997,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,319.4,175.6101743,685,63,11001253.5,1408.523754,11005182,11000266,Mal_Mod
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 19:54,110008040,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74401144,0.545414681,1864543.051,3928038.202,10001498,14,110007923,3235527.147,4748496.365,10001498,98,110008026,4583667.75,5089799.029,10001743,224,0,1,0,0,1120,800,0.318158564,0.227256117,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,574.9090909,76.67131738,735,510,10000112.73,607.9526447,10001498,9999189,Mal_Estab
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 21:04,119980690,1612,1612,29767,232492,21,16,18.46588089,2.500542889,276,16,144.2258065,130.0282303,2185.843405,26.87099066,37226.40087,38339.14568,128203,60,119980316,74475.67722,15055.34359,128623,60,119980337,74475.69025,15053.37643,128596,103,0,0,0,0,12896,12896,13.43549533,13.43549533,16,276,81.3255814,111.3856558,12406.76431,0,0,0,0,0,0,0,0,1,81.35080645,18.46588089,144.2258065,0,0,0,0,0,0,1612,29767,1612,232492,-1,-1,1612,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.105-172.21.0.120-80-54680-6,172.21.0.120,54680,172.21.0.105,80,6,22/10/2022 12:15:46 AM,2291,8,10,199,694,126,0,24.875,42.22537321,604,0,69.4,188.9486703,389786.1196,7856.831078,134.7647059,340.7399172,1356,5,2251,321.5714286,544.1672099,1469,15,2205,245,500.1204855,1495,12,0,0,0,0,256,336,3491.924924,4364.906155,0,604,47,138.4312906,19163.22222,0,1,0,0,0,0,0,0,1,49.61111111,24.875,69.4,0,0,0,0,0,0,8,199,10,694,-1,509,5,0,0,0,0,0,0,0,0,0,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,1/11/2022 13:33,110013704,22,22,352,352,16,16,16,0,16,16,16,0,6.399202776,0.399950173,2558458.233,4702493.094,11001785,2,110013438,5238735.143,5629850.276,11001825,28,110013692,5238747.238,5630020.083,11001905,12,0,0,0,0,176,176,0.199975087,0.199975087,16,16,16,0,0,0,0,0,0,0,0,0,0,1,16.36363636,16,16,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,311.2,207.9095957,695,98,11001045.4,413.2984394,11001785,11000541,Mal_Mod
172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,4/10/2022 20:20,119928545,1627,1627,30042,234552,21,16,18.46465888,2.500518751,276,16,144.1622618,130.0269751,2206.263738,27.13282313,36867.05964,38032.08244,163769,10,119928139,73756.54305,15295.44473,164259,71,119928112,73756.52645,15271.70571,164163,49,0,0,0,0,13016,13016,13.56641157,13.56641157,16,276,81.29339478,111.3674914,12402.71813,0,0,0,0,0,0,0,0,1,81.31837738,18.46465888,144.1622618,0,0,0,0,0,0,1627,30042,1627,234552,-1,-1,1627,0,0,0,0,0,0,0,0,0,Mal_Estab
172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,4/10/2022 20:54,110007306,35,25,1687,485,81,0,48.2,35.93032473,65,0,19.4,19.91230775,19.74414318,0.54541832,1864530.61,3928021.334,10000653,12,110007133,3235503.912,4748479.419,10000653,100,110007289,4583637.042,5089806.089,10000940,203,0,1,0,0,1120,800,0.318160687,0.227257633,0,81,36.67213115,33.2469153,1105.357377,0,0,0,1,1,0,0,0,0,37.28333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,546.5454545,66.3918122,634,442,10000065.36,316.7413054,10000653,9999672,Mal_Estab
