c_ip,c_port,c_pkts_all,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_bytes_all,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_ip,s_port,s_pkts_all,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_bytes_all,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,c_isint,s_isint,c_iscrypto,s_iscrypto,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,fqdn,dns_rslv,req_tm,res_tm,Label
192.168.21.225,37206,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,83.949,20.502,58.338,20.502,58.338,0.09,20.68,1,1,0,0,1,0,1,0.139995,0.078,0.178,0.054148,3,64,64,0.012666,0.008,0.018,0.005033,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37516,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,36.866,21.175,25.8,21.175,25.8,0.109,21.259,1,1,0,0,1,0,1,0.105996,0.084,0.137,0.027622,3,64,64,0.008666,0.004,0.012,0.004163,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36958,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,147.699,12.186,96.828,12.186,96.828,0.08,12.27,1,1,0,0,1,0,1,0.11233,0.07,0.183,0.061598,3,64,64,0.013333,0.009,0.021,0.006658,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36916,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,157.349,4.571,121.638,4.571,121.638,0.099,4.638,1,1,0,0,1,0,1,0.10533,0.067,0.158,0.047163,3,64,64,0.012333,0.008,0.021,0.007506,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37232,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,84.919,74.822,76.223,74.822,76.223,0.119,74.928,1,1,0,0,1,0,1,0.124996,0.106,0.163,0.032909,3,64,64,0.010333,0.005,0.013,0.004619,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37338,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,69.998,58.331,61.217,58.331,61.217,0.118,58.418,1,1,0,0,1,0,1,0.48865,0.087,1.28,0.685341,3,64,64,0.013666,0.01,0.019,0.004726,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37332,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,76.354,60.187,61.713,60.187,61.713,0.114,60.28,1,1,0,0,1,0,1,0.125996,0.093,0.182,0.048754,3,64,64,0.013,0.008,0.02,0.006245,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37132,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,119.995,29.755,94.112,29.755,94.112,0.094,29.815,1,1,0,0,1,0,1,0.096997,0.06,0.149,0.046357,3,64,64,0.010666,0.005,0.015,0.005132,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37276,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,89.508,12.004,54.222,12.004,54.222,0.14,12.089,1,1,0,0,1,0,1,0.118329,0.085,0.148,0.03166,3,64,64,0.013666,0.01,0.018,0.004041,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37156,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,106.381,57.554,75.704,57.554,75.704,0.123,57.676,1,1,0,0,1,0,1,0.132996,0.11,0.167,0.03005,3,64,64,0.014,0.006,0.023,0.008544,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37128,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,125.631,37.898,74.719,37.898,74.719,0.088,37.968,1,1,0,0,1,0,1,0.117329,0.07,0.203,0.074326,3,64,64,0.012,0.006,0.021,0.007937,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37190,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,104.209,93.553,98.6,93.553,98.6,0.104,93.662,1,1,0,0,1,0,1,0.142662,0.094,0.225,0.071696,3,64,64,0.015999,0.008,0.03,0.012166,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36624,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,244.258,184.282,208.593,184.282,208.593,0.074,184.356,1,1,0,0,1,0,1,0.108663,0.064,0.188,0.068886,3,64,64,0.008333,0.006,0.01,0.002082,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36976,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,161.299,35.612,85.465,35.612,85.465,0.073,35.694,1,1,0,0,1,0,1,0.096997,0.066,0.143,0.040632,3,64,64,0.007666,0.007,0.009,0.001155,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37124,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,134.656,32.311,68.96,32.311,68.96,0.115,32.398,1,1,0,0,1,0,1,0.121329,0.087,0.172,0.044792,3,64,64,0.009,0.006,0.011,0.002646,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36858,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,188.991,106.078,169.896,106.078,169.896,0.081,106.15,1,1,0,0,1,0,1,0.11133,0.072,0.189,0.067263,3,64,64,0.007666,0.007,0.008,0.000577,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37226,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,105.929,97.672,99.859,97.672,99.859,0.109,97.776,1,1,0,0,1,0,1,0.29199,0.095,0.677,0.33345,3,64,64,0.013666,0.006,0.021,0.007506,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36998,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,153.785,0.631,77.768,0.631,77.768,0.117,0.713,1,1,0,0,1,0,1,0.123663,0.082,0.183,0.052767,3,64,64,0.01,0.009,0.011,0.001,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,36888,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,186.728,17.971,98.545,17.971,98.545,0.144,18.045,1,1,0,0,1,0,1,0.252992,0.074,0.551,0.259813,3,64,64,0.014,0.008,0.024,0.008718,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37186,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,125.837,12.959,64.571,12.959,64.571,0.119,13.163,1,1,0,0,1,0,1,0.186994,0.108,0.249,0.072021,3,64,64,0.009333,0.007,0.011,0.002082,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37472,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,78.707,21.111,23.02,21.111,23.02,0.132,21.191,1,1,0,0,1,0,1,0.114996,0.08,0.15,0.035,3,64,64,0.012,0.009,0.017,0.004359,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37618,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,38.154,25.803,27.814,25.803,27.814,0.164,25.899,1,1,0,0,1,0,1,0.700643,0.096,1.875,1.017153,3,64,64,0.016999,0.009,0.033,0.013856,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37354,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,104.926,64.224,69.925,64.224,69.925,0.145,64.335,1,1,0,0,1,0,1,0.257325,0.111,0.541,0.245704,3,64,64,0.013666,0.005,0.025,0.010263,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37330,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,113.161,10.151,37.845,10.151,37.845,0.101,10.256,1,1,0,0,1,0,1,0.115663,0.085,0.157,0.037166,3,64,64,0.015666,0.015,0.016,0.000577,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37684,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,25.767,0.947,3.55,0.947,3.55,0.172,1.072,1,1,0,0,1,0,1,0.200327,0.125,0.318,0.10323,3,64,64,0.011,0.007,0.014,0.003606,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37172,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,139.755,111.309,113.901,111.309,113.901,0.123,111.424,1,1,0,0,1,0,1,0.19766,0.11,0.368,0.147534,3,64,64,0.010666,0.004,0.015,0.005859,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37668,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,32.45,21.748,24.723,21.748,24.723,0.153,21.854,1,1,0,0,1,0,1,0.143662,0.106,0.186,0.040204,3,64,64,0.008333,0.005,0.014,0.004933,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37844,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,6.272,0.628,2.524,0.628,2.524,0.114,0.743,1,1,0,0,1,0,1,0.138662,0.105,0.196,0.049903,3,64,64,0.008,0.004,0.011,0.003606,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37400,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,102.134,76.887,79.312,76.887,79.312,0.133,76.989,1,1,0,0,1,0,1,0.116329,0.102,0.138,0.019088,3,64,64,0.017999,0.007,0.024,0.009539,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37788,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,26.669,10.852,15.469,10.852,15.469,0.149,10.944,1,1,0,0,1,0,1,0.236992,0.092,0.482,0.213366,3,64,64,0.008333,0.004,0.012,0.004041,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37718,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,37.425,25.879,31.766,25.879,31.766,0.119,25.959,1,1,0,0,1,0,1,0.133662,0.08,0.214,0.070868,3,64,64,0.008,0.005,0.012,0.003606,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37610,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,64.978,50.218,52.71,50.218,52.71,0.139,50.316,1,1,0,0,1,0,1,0.648978,0.098,1.724,0.931075,3,64,64,0.012666,0.004,0.02,0.008083,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37058,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,192.725,44.767,97.701,44.767,97.701,0.095,44.846,1,1,0,0,1,0,1,0.774308,0.079,2.156,1.196567,3,64,64,0.009,0.007,0.013,0.003464,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37316,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,137.438,18.493,49.146,18.493,49.146,0.13,18.585,1,1,0,0,1,0,1,0.556315,0.092,1.477,0.797331,3,64,64,0.014333,0.005,0.03,0.01365,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37518,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,106.411,94.68,96.687,94.68,96.687,0.1,94.793,1,1,0,0,1,0,1,0.119996,0.088,0.159,0.036014,3,64,64,0.01,0.006,0.012,0.003464,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37820,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,29.071,0.772,4.544,0.772,4.544,0.113,0.887,1,1,0,0,1,0,1,0.129662,0.106,0.168,0.033501,3,64,64,0.005666,0.004,0.007,0.001528,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37042,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,205.427,0.527,85.024,0.527,85.024,0.099,0.623,1,1,0,0,1,0,1,1.558615,0.09,4.49,2.538611,3,64,64,0.015666,0.008,0.03,0.012423,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37520,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,117.16,86.123,89.005,86.123,89.005,0.071,86.235,1,1,0,0,1,0,1,0.421319,0.065,1.087,0.576963,3,64,64,0.007666,0.006,0.01,0.002082,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
192.168.21.225,37306,6,0,5,3,333,1,333,0,0,0,1,1,192.168.21.70,80,4,0,4,1,48,1,48,0,0,0,1,1,1.68406E+12,1.68406E+12,158.154,26.645,38.522,26.645,38.522,0.117,26.706,1,1,0,0,1,0,1,1.432286,0.061,4.131,2.337217,3,64,64,0.008666,0.007,0.012,0.002887,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,333,333,64256,64240,0,333,333,333,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,48,48,65160,64896,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,401,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,Normal
